title,authors,year,journal,doi,abstract,keywords
A behaviour based decisional model using vote,D. Hanon; E. G. Strugeon; R. Mandiau,2005,"International Conference on Computational Intelligence for Modelling, Control and Automation and International Conference on Intelligent Agents, Web Technologies and Internet Commerce (CIMCA-IAWTIC'06)",10.1109/cimca.2005.1631239,,
Formation control of autonomous robots based on cooperative behavior,F. Dörfler; B. Francis,2009,2009 European Control Conference (ECC),10.23919/ecc.2009.7074770,,
Hierarchical controller learning in a First-Person Shooter,N. van Hoorn; J. Togelius; J. Schmidhuber,2009,2009 IEEE Symposium on Computational Intelligence and Games,10.1109/cig.2009.5286463,,
Experiments of Formation Control with Collisions Avoidance using the Null-Space-Based Behavioral Control,G. Antonelli; F. Arrichiello; S. Chiaverini,2006,2006 14th Mediterranean Conference on Control and Automation,10.1109/med.2006.328869,,
Behaviroal design and strategy for cooperative multiple-biomimetic-robot-fish system,Junzhi Yu; Yimin Fang; Wei Zhao; Long Wang,2005,2005 IEEE International Conference on Robotics and Biomimetics - ROBIO,10.1109/robio.2005.246313,,
Reduced behavioral flexibility by aberrant sensory precision in autism spectrum disorder: A neurorobotics experiment,H. Idei; S. Murata; Y. Chen; Y. Yamashita; J. Tani; T. Ogata,2017,2017 Joint IEEE International Conference on Development and Learning and Epigenetic Robotics (ICDL-EpiRob),10.1109/devlrn.2017.8329817,,
Particle Swarm Algorithm Based on Snake Heron Behavior for Solving Inverse Solution of Redundant Robotic Arms,W. Gong; J. Tian; L. Yuan; Z. Zou; C. Hao; W. Li,2024,2024 6th International Conference on Robotics and Computer Vision (ICRCV),10.1109/icrcv62709.2024.10758561,,
Hydrodynamics study of standing-and-hovering behavior of dolphins based on collaborative mode,M. Lei; H. Yan; Z. Li; Z. Zhou; Q. Gai; D. Xia,2023,2023 IEEE International Conference on Robotics and Biomimetics (ROBIO),10.1109/robio58561.2023.10354584,,
Lexicon Acquisition based on Behavior Learning,S. Takamuku; Y. Takahashi; M. Asada,2005,"Proceedings. The 4th International Conference on Development and Learning, 2005",10.1109/devlrn.2005.1490947,,
A Human Speech-based Behavior Model for Social Robots based on Parent-Child Interaction Therapy,D. Vincze; M. Niitsuma,2024,2024 IEEE/SICE International Symposium on System Integration (SII),10.1109/sii58957.2024.10417261,,
An evolutionary visual landmark recognition system,Hao Li; S. X. Yang,2002,"IEEE International Conference on Systems, Man and Cybernetics",10.1109/icsmc.2002.1175718,,
Behavior-Tree-Based Person Search for Symbiotic Autonomous Mobile Robot Tasks,M. Stuede; T. Lerche; M. A. Petersen; S. Spindeldreier,2021,2021 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra48506.2021.9561608,,
Human Grasping Behavior Analysis in Human-Robot Collaboration Based on Markerless Motion Capture,Y. Xiang; B. Yao; M. Ba; W. Xu; Y. Tang; L. Li,2024,2024 IEEE 20th International Conference on Automation Science and Engineering (CASE),10.1109/case59546.2024.10711516,,
A decentralized control of multiple unmanned aerial vehicles formation flight considering obstacle avoidance,M. B. Emile; O. M. Shehata; A. A. El-Badawy,2020,"2020 8th International Conference on Control, Mechatronics and Automation (ICCMA)",10.1109/iccma51325.2020.9301527,,
Behavior-based portability analysis methodology for Android applications,W. Shin; D. -H. Park; T. -W. Kim; C. -H. Chang,2014,2014 IEEE 5th International Conference on Software Engineering and Service Science,10.1109/icsess.2014.6933667,,
A Visual Servoing Control for Robot Based on Fuzzy Behavior and Neural Networks,X. Liu; K. Fang,2006,2006 Chinese Control Conference,10.1109/chicc.2006.280790,,
The behavior fusion based on Particle Swarm Optimization method,Yanmin Lei,2010,"2010 International Conference on Computer, Mechatronics, Control and Electronic Engineering",10.1109/cmce.2010.5609965,,
Hyla-SLAM: Toward Maximally Scalable 3D LiDAR-Based SLAM Using Dynamic Memory Management and Behavior Trees,S. Swanbeck; M. Pryor,2025,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros60139.2025.11247133,,
Research on Ship’s Officer Behavior Identification Based on Mask R-CNN,C. Chen; S. Da,2022,2022 4th International Conference on Robotics and Computer Vision (ICRCV),10.1109/icrcv55858.2022.9953184,,
Fuzzy logic based behavior fusion for multi-AUV formation keeping in uncertain ocean environment,X. Kang; H. Xu; X. Feng,2009,OCEANS 2009,10.23919/oceans.2009.5422361,,
Adaptation as a more powerful tool than decomposition and integration: experimental evidences from evolutionary robotics,S. Nolfi,1998,1998 IEEE International Conference on Fuzzy Systems Proceedings. IEEE World Congress on Computational Intelligence (Cat. No.98CH36228),10.1109/fuzzy.1998.687473,,
Human Intention Understanding From Multiple Demonstrations and Behavior Generalization in Dynamic Movement Primitives Framework,B. Ti; Y. Gao; Q. Li; J. Zhao,2019,IEEE Access,10.1109/access.2019.2905051,,
Robotic Walker with High Maneuverability through Deep Learning for Sensor Fusion,C. Molano; L. -P. Chen; L. -C. Fu,2019,"2019 IEEE International Conference on Systems, Man and Cybernetics (SMC)",10.1109/smc.2019.8914379,,
Probabilistic Social Behavior Analysis by Exploring Body Motion-Based Patterns,K. K. Roudposhti; U. Nunes; J. Dias,2016,IEEE Transactions on Pattern Analysis and Machine Intelligence,10.1109/tpami.2015.2496209,,
Place characterization for navigation via behaviour merging for an autonomous mobile robot,A. Poncela; C. Urdiales; B. Fernandez-Espejo; F. Sandoval,2008,MELECON 2008 - The 14th IEEE Mediterranean Electrotechnical Conference,10.1109/melcon.2008.4618459,,
Concept and implementation of a software system on the Autonomous Mobile Outdoor Robot AMOR,K. -D. Kuhnert,2008,2008 IEEE International Conference on Industrial Technology,10.1109/icit.2008.4608567,,
Deep Driving Workshop for Education and Training of Behaviour-Based End-to-End Learning Autonomous Driving Systems,M. Benchat; A. Buragohain; M. Zhang; N. Habib; I. Aslam; V. Tiwari; A. Rausch,2025,2025 IEEE/ACM 1st International Workshop on Software Engineering for Autonomous Driving Systems (SE4ADS),10.1109/se4ads66461.2025.00009,,
Hidden Markov modeling of human normal gait using laser range finder for a mobility assistance robot,X. S. Papageorgiou; G. Chalvatzaki; C. S. Tzafestas; P. Maragos,2014,2014 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra.2014.6906899,,
Talking with robots about objects: A system-level evaluation in HRI,J. Peltason; N. Riether; B. Wrede; I. Lütkebohle,2012,2012 7th ACM/IEEE International Conference on Human-Robot Interaction (HRI),10.1145/2157689.2157841,,
Resilient Warehouse Robotics: An Evaluation of Slam and Behavior Tree-Based Navigation,B. V. S. Reddy; K. L. Prasanna; P. Chidamparam,2025,2025 10th Asia-Pacific Conference on Intelligent Robot Systems (ACIRS),10.1109/acirs66343.2025.11360901,,
Multi-layered fuzzy behavior fusion for real-time control of systems with many sensors,S. G. Goodridge; R. C. Luo; M. G. Kay,1994,Proceedings of 1994 IEEE International Conference on MFI '94. Multisensor Fusion and Integration for Intelligent Systems,10.1109/mfi.1994.398443,,
Target detection and recognition: A mission planner for Autonomous Underwater Vehicles,L. Sorbi; G. Pio De Capua; L. Toni; J. -G. Fontaine,2011,OCEANS'11 MTS/IEEE KONA,10.23919/oceans.2011.6106985,,
An hybrid methodology for RL-based behavior coordination in a target following mission with an AUV,M. Carreras; J. Yuh; J. Batlle,2001,MTS/IEEE Oceans 2001. An Ocean Odyssey. Conference Proceedings (IEEE Cat. No.01CH37295),10.1109/oceans.2001.968419,,
Design and Implementation of Distributed Multi-Unmanned Vehicle Formation Control Based on Leader-Following Method,C. Zhang; J. Zhang,2023,2023 42nd Chinese Control Conference (CCC),10.23919/ccc58697.2023.10240276,,
KURE: Kinematic universal remote interface a human centred remote robot control paradigm,C. Melidis; D. Marocco,2016,"2016 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",10.1109/smc.2016.7844716,,
Dynamic behavior arbitration of autonomous mobile robots using immune networks,A. Ishiguro; T. Kondo; Y. Watanabe; Y. Uchikawa,1995,Proceedings of 1995 IEEE International Conference on Evolutionary Computation,10.1109/icec.1995.487474,,
Behavioural cloning in control of a dynamic system,N. Esmaili; C. Sammut; G. M. Shirazi,1995,"1995 IEEE International Conference on Systems, Man and Cybernetics. Intelligent Systems for the 21st Century",10.1109/icsmc.1995.538224,,
Modeling of Human Behavior in Man-Machine Cooperative System Based on Hybrid System Framework,H. Okuda; S. Hayakawa; T. Suzuki; N. Tsuchida,2007,Proceedings 2007 IEEE International Conference on Robotics and Automation,10.1109/robot.2007.363846,,
Behavior-based AI techniques for vehicle control,T. Gomi; J. . -C. Laurence,1993,Proceedings of VNIS '93 - Vehicle Navigation and Information Systems Conference,10.1109/vnis.1993.585694,,
Measurement and estimation of indoor human behavior of everyday life based on floor sensing with minimal invasion of privacy,Y. Pyo; T. Hasegawa; M. Tanaka; T. Tsuji; K. Morooka; R. Kurazume,2013,2013 IEEE International Conference on Robotics and Biomimetics (ROBIO),10.1109/robio.2013.6739791,,
Behavior Selection and Memory-based Learning for Artificial Creature Using Two-layered Confabulation,S. -H. Cho; Y. -H. Kim; I. -W. Park; J. -H. Kim,2007,RO-MAN 2007 - The 16th IEEE International Symposium on Robot and Human Interactive Communication,10.1109/roman.2007.4415227,,
A study on behavior-based mobile malware analysis system against evasion techniques,M. Kim; T. J. Lee; Y. Shin; H. Y. Youm,2016,2016 International Conference on Information Networking (ICOIN),10.1109/icoin.2016.7427158,,
A distributed adaptive control system for a quadruped mobile robot,B. Digney; M. M. Gupta,1993,IEEE International Conference on Neural Networks,10.1109/icnn.1993.298516,,
Sensor fusion in mobile robot: some perspectives,J. Gu; M. Meng; A. Cook; P. X. Liu,2002,Proceedings of the 4th World Congress on Intelligent Control and Automation (Cat. No.02EX527),10.1109/wcica.2002.1020769,,
Reactive Multi-agent Coordination using Auction-based Task Allocation and Behavior Trees,N. Dahlquist; B. Lindqvist; A. Saradagi; G. Nikolakopoulos,2023,2023 IEEE Conference on Control Technology and Applications (CCTA),10.1109/ccta54093.2023.10252961,,
Emergent imitative behavior on a robotic arm based on visuo-motor associative memories,A. de Rengervé; S. Boucenna; P. Andry; P. Gaussier,2010,2010 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2010.5651090,,
Game Against Nature Based Control of an Intelligent Wheelchair with Adaptation to Pedestrians' Behaviour,K. Skrzypczyk,2021,2021 25th International Conference on Methods and Models in Automation and Robotics (MMAR),10.1109/mmar49549.2021.9528495,,
Formal performance guarantees for an approach to human in the loop robot missions,D. M. Lyons; R. C. Arkin; S. Jiang; M. O'Brien; F. Tang; P. Tang,2017,"2017 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",10.1109/smc.2017.8122698,,
Web Spambot Detection Based on Web Navigation Behaviour,P. Hayati; V. Potdar; K. Chai; A. Talevski,2010,2010 24th IEEE International Conference on Advanced Information Networking and Applications,10.1109/aina.2010.92,,
Fast-Cognitive: A Lightweight Belief-Driven Strategy for Robotic Odour Source Localisation,H. Magalhães; L. Marques,2026,IEEE Transactions on Field Robotics,10.1109/tfr.2026.3707500,,
Proposal of design policy of therapy robots system based on relaxation state,R. Hayashi; S. Kato,2017,2017 IEEE 6th Global Conference on Consumer Electronics (GCCE),10.1109/gcce.2017.8229250,,
Clustering observed body image for imitation based on value system,Y. Tamura; Y. Takahashi; M. Asada,2010,International Conference on Fuzzy Systems,10.1109/fuzzy.2010.5584857,,
Combining expert neural networks using reinforcement feedback for learning primitive grasping behavior,M. A. Moussa,2004,IEEE Transactions on Neural Networks,10.1109/tnn.2004.824412,,
Acquisition of reactive motion for communication robots using interactive EC,Y. Suga; T. Ogata; S. Sugano,2004,2004 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS) (IEEE Cat. No.04CH37566),10.1109/iros.2004.1389559,,
Design and implementation of software architecture behavioral-based robot control system using Active Object Computing Model,Berry Perdana Putra; K. Mutijarsa; W. Adiprawita,2011,Proceedings of the 2011 International Conference on Electrical Engineering and Informatics,10.1109/iceei.2011.6021633,,
A tale of two behaviour-based robots Mindstorms vs Technic,A. Saudi; B. Hallam,2004,2004 IEEE Region 10 Conference TENCON 2004.,10.1109/tencon.2004.1414974,,
Fuzzy logic-based 'perception-action' behavior control of a mobile robot in uncertain environments,Wei Li,1994,Proceedings of 1994 IEEE 3rd International Fuzzy Systems Conference,10.1109/fuzzy.1994.343939,,
Ontology-Based User Intention Recognition for Proactive Planning of Intelligent Robot Behavior,H. Jeon; T. Kim; J. Choi,2008,2008 International Conference on Multimedia and Ubiquitous Engineering (mue 2008),10.1109/mue.2008.97,,
Learning Behavior Fusion Estimation from Demonstration,M. Nicolescu; O. C. Jenkins; A. Olenderski,2006,ROMAN 2006 - The 15th IEEE International Symposium on Robot and Human Interactive Communication,10.1109/roman.2006.314457,,
Vision-based human behavior recognition by a mobile robot,Akira Ohta; Naoki Amano,2007,SICE Annual Conference 2007,10.1109/sice.2007.4421513,,
Biological algorithms of control of a flying robot,A. B. Bushuev; V. V. Grigoriev; V. A. Petrov,2017,"2017 International Conference ""Quality Management,Transport and Information Security, Information Technologies"" (IT&QM&IS)",10.1109/itmqis.2017.8085835,,
Mobile Robot Behavior Controller Based on Genetic Diagonal Recurrent Neural Network,Y. Du; Y. Li; G. Wang,2007,2007 IEEE International Conference on Automation and Logistics,10.1109/ical.2007.4339093,,
A reinforcement-learning approach to reactive control policy design for autonomous robots,A. H. Fagg; D. Lotspeich; G. A. Bekey,1994,Proceedings of the 1994 IEEE International Conference on Robotics and Automation,10.1109/robot.1994.351013,,
Mobile robot control using type-2 fuzzy logic system,P. Phokharatkul; S. Phaiboon,2004,"IEEE Conference on Robotics, Automation and Mechatronics, 2004.",10.1109/ramech.2004.1438934,,
VR and GUI based Human-Robot Interaction Behavior Collection for Modeling the Subjective Evaluation of the Interaction Quality,Y. Mizuchi; K. Iwami; T. Inamura,2022,2022 IEEE/SICE International Symposium on System Integration (SII),10.1109/sii52469.2022.9708824,,
B3IA: A control architecture for autonomous robot-assisted behavior intervention for children with Autism Spectrum Disorders,D. Feil-Seifer; M. J. Mataric,2008,RO-MAN 2008 - The 17th IEEE International Symposium on Robot and Human Interactive Communication,10.1109/roman.2008.4600687,,
